name,description,longitude,latitude,country
Llanquilan Quarry Sink,,-2.7316012,51.663513,Monmouthshire
Merthyrmawr Warren Caves,,-3.603554,51.489925,Bridgend
Mounton Brook Site 1,,-2.731004,51.644363,Monmouthshire
Schwyll Risings,,-3.6031997,51.481884,Vale of Glamorgan
Crick Spring,,-2.7275348,51.617233,Monmouthshire
Schwyll Spring,,-3.6031997,51.481884,Vale of Glamorgan
Well Head,,-2.7220445,51.64442,Monmouthshire
Merthyrmawr Pothole,,-3.6036925,51.48772,Bridgend
St. Arvans Lower Sink,,-2.7089224,51.66482,Monmouthshire
Nash Point Cave 2,,-3.5599444,51.402298,Vale of Glamorgan
Limekiln Swallet,,-2.7043462,51.668087,Monmouthshire
St.Arvans Main Sink,,-2.7043462,51.668087,Monmouthshire
Piccadilly Pot,,-2.6969905,51.6693,Monmouthshire
Corntown Resurgence,,-3.5567098,51.484802,Vale of Glamorgan
Sink,,-2.690973,51.68246,Monmouthshire
Pothole,,-3.5558145,51.51984,Bridgend
Giant's Cave,,-2.6873565,51.66333,Monmouthshire
North's Cave,,-3.5500517,51.519917,Bridgend
Wyndcliff Cave 2,,-2.683756,51.67387,Monmouthshire
Ogof Gogledd,,-3.5500517,51.519917,Bridgend
Resurgence,,-2.671833,51.689045,Monmouthshire
Tressilian Cave,,-3.5153942,51.39848,Vale of Glamorgan
King Arthur's Cave,,-3.5138195,51.515244,Bridgend
Ogof Pant-y-Gog,,-3.5138195,51.515244,Bridgend
Pencoed Cave,,-3.5138195,51.515244,Bridgend
Frog Hole [Trou de la Grenouille],,-1.82005,53.33805,Derbyshire
Cwm Dwr,,-3.660254,51.82729503634656,Powys
Ogof Ffynnon Ddu II (Top),,-3.650544,51.829914,Powys
Ogof Ffynnon Ddu I (Bottom),,-3.6732419,51.8232225,Powys
Pant Mawr Pot,,-3.611079,51.832637,Powys
Rogo,,-3.78293,51.52789,Gorllewin Morgannwg / West Glamorgan
Badger Cave,,-3.783225,51.542812,Gorllewin Morgannwg / West Glamorgan
Pryf Llwyd (Ogof),,-3.783225,51.542812,Gorllewin Morgannwg / West Glamorgan
Tudno (Ogof),,-3.783225,51.542812,Gorllewin Morgannwg / West Glamorgan
Smuggler’s Cave,,-3.7822828,51.544537,Gorllewin Morgannwg / West Glamorgan
Skeleton Cave,,-3.7787657,51.528313,Gorllewin Morgannwg / West Glamorgan
Mare's Cave,,-3.7756736,51.526653,Gorllewin Morgannwg / West Glamorgan
Bys (Ogof),,-3.7756736,51.526653,Gorllewin Morgannwg / West Glamorgan
Caseg (Ogof),,-3.7756736,51.526653,Gorllewin Morgannwg / West Glamorgan
Bears Cave,,-3.7753785,51.526478,Gorllewin Morgannwg / West Glamorgan
Arth (Ogof),,-3.7753785,51.526478,Gorllewin Morgannwg / West Glamorgan
Lady Butler's Cave,,-3.7727144,51.528404,Gorllewin Morgannwg / West Glamorgan
Defaid (Ogof),,-3.7727144,51.528404,Gorllewin Morgannwg / West Glamorgan
Sheep Cave,,-3.7727144,51.528404,Gorllewin Morgannwg / West Glamorgan
Bedding Plane Cave,,-3.772089,51.527157,Gorllewin Morgannwg / West Glamorgan
Abaty (Ogof),,-3.7714708,51.526085,Gorllewin Morgannwg / West Glamorgan
Corkscrew Cave,,-3.7698116,51.52791,Gorllewin Morgannwg / West Glamorgan
Porth yr Helyg Cave,,-3.7681103,51.539806,Neath Port Talbot
Deuben (Ogof),,-3.7670867,51.531998,Gorllewin Morgannwg / West Glamorgan
Lloches-yr-Afr,,-3.7630835,51.54033,Neath Port Talbot
Colomennod (Ogof),,-3.7627916,51.540245,Neath Port Talbot
Pigeon's Cave,,-3.7627916,51.540245,Neath Port Talbot
Kendricks Cave,,-3.760139,51.531292,Bridgend
Elephant Cave,,-3.7601597,51.531834,Bridgend
Dutchmans Cave,,-3.7605066,51.540817,Neath Port Talbot
Ellmyn (Ogof),,-3.7605066,51.540817,Neath Port Talbot
Snail Cave,,-3.7594285,51.539036,Neath Port Talbot
Pen Trwyn (Ogof),,-3.758845,51.538864,Neath Port Talbot
Midday Cave,,-3.7584405,51.539593,Neath Port Talbot
Haner Dydd (Ogof) [Hanner],,-3.7584405,51.539593,Neath Port Talbot
"Hanner Dydd (Ogof) [Haner] [doublon certain de #69233, à supprimer]",,-3.7584405,51.539593,Neath Port Talbot
Tan-y-Bryn (Ogof),,-3.7317617,51.520565,Bridgend
"Pant-y-Wennol (Ogof) [doublon certain de #69236, à supprimer]",,-3.7190878,51.52084,Bridgend
Colwyn Road Cave,,-3.713092,51.526234,Bridgend
Dead Rabbit Cave,,-3.7117236,51.528564,Bridgend
Chimney Cave,,-3.7109215,51.52986,Neath Port Talbot
"Rhiwledyn (Ogof) [doublon probable de #69247, à fusionner]",,-3.7109215,51.52986,Neath Port Talbot
Printing Press Cave,,-3.7109215,51.52986,Neath Port Talbot
Dulas (Ogof),,-3.5659523,51.486794,Vale of Glamorgan
Cefn yr Ogof - Cave 3,,-3.564258,51.488632,Vale of Glamorgan
Hornby Cave,,-3.8022602,51.542793,Gorllewin Morgannwg / West Glamorgan
Hiding Cave,,-3.796696,51.544315,Gorllewin Morgannwg / West Glamorgan
Llech Cave,,-3.796696,51.544315,Gorllewin Morgannwg / West Glamorgan
Monk's Cave,,-3.796696,51.544315,Gorllewin Morgannwg / West Glamorgan
Llech (Ogof),,-3.796696,51.544315,Gorllewin Morgannwg / West Glamorgan
Llandula Cave - Cave 3,,-3.564258,51.488632,Vale of Glamorgan
Hafnant (Ogof),,-3.7836995,51.543884,Gorllewin Morgannwg / West Glamorgan
Miriam's Cave,,-3.78293,51.52789,Gorllewin Morgannwg / West Glamorgan
Tanyrogo,,-3.564258,51.488632,Vale of Glamorgan
Tan-yr-Ogof - Cave 2,,-3.564258,51.488632,Vale of Glamorgan
The Ogo,,-3.564258,51.488632,Vale of Glamorgan
T Quarry Cave,,-3.2269087,53.179375,Flintshire
Nant Gain Cave 1,,-3.2223186,53.175827,Flintshire
Chancewell Pot,,-3.220169,53.205513,Flintshire
Pont Newydd Rising,,-3.2192538,53.175903,Flintshire
Llandegla Cave 8,,-3.2155955,53.070267,Denbighshire
Perthi Chwarae,,-3.2155955,53.070267,Denbighshire
Rhos Ddigre,,-3.2155955,53.070267,Denbighshire
Rhos Isaf Cave 3,,-3.2155955,53.070267,Denbighshire
Rhos Isaf,,-3.2142298,53.074776,Denbighshire
Perthi Chwareu Caves (typo?),,-3.2134457,53.073437,Denbighshire
Castell Mawr Cave 1,,-3.5299366,51.478817,Vale of Glamorgan
Leet Cave 3,,-3.2161577,53.169598,Flintshire
Brasgyll Cave 4,,-2.7399871,52.685425,Shropshire
Cathedral Cave,,-2.7399871,52.685425,Shropshire
Brasgyll Cave 7,,-2.7404435,52.71239,Shropshire
Jock's Pot,,-2.6564124,52.710594,Shropshire
Brasgyll Cave 2,,-2.6564257,52.71149,Shropshire
Nant-y-Graig Cave B,,-2.6564257,52.71149,Shropshire
Brasgyll Cave 8,,-2.5851686,52.723686,Telford and Wrekin
Basil's Cave,,-3.2121272,53.06954,Denbighshire
Lady Bagots Cave,,-3.3375041,53.12694,Denbighshire
Caerwys Cave 1,,-3.314648,53.248108,Flintshire
Ogof Yr Iwrach,,-3.2133944,53.124676,Denbighshire
Dead Duck Cave,,-3.2149415,53.179497,Flintshire
"Caerwys Cave 2 [doublon certain de #69308, à supprimer]",,-3.314648,53.248108,Flintshire
Ogof Pistyll Gwyn 1 (Ogof),,-3.2114959,53.110313,Denbighshire
White Fountain Cave 1,,-3.2114959,53.110313,Denbighshire
Tom Thumb Cave,,-3.288954,53.15265,Denbighshire
Lloyd's Drift Cave,,-3.2132425,53.17232,Flintshire
Graig Fechan Cave,,-3.2734954,53.079998,Denbighshire
Ogof Cudd,,-3.2114773,53.1139,Denbighshire
White Quarry Caves,,-3.2490993,53.273533,Flintshire
Ogof Nadolig,,-3.213045,53.181225,Flintshire
Siamber Wen Sink Cave,,-3.2432435,53.195744,Flintshire
Millenium Pot,,-3.2126727,53.170685,Flintshire
White Chamber Sink Cave,,-3.2432435,53.195744,Flintshire
Ogof Pistyll Gwyn - Cave 2,,-3.2107618,53.11077,Denbighshire
Poachers Cave,,-3.2122564,53.179794,Flintshire
Holly Bush Cave,,-3.2119496,53.179527,Flintshire
Cilcain Cave,,-3.2267804,53.17488,Flintshire
Cathole Lode,,-3.1968305,53.200806,Flintshire
Cornel-y-cae Chamber,,-3.1968305,53.200806,Flintshire
Halkyn Lode Chamber,,-3.1968305,53.200806,Flintshire
Halkyn Mines Caverns,,-3.1968305,53.200806,Flintshire
Halkyn Tunnel Vugh,,-3.1968305,53.200806,Flintshire
Llyn-y-pandy Lode,,-3.1968305,53.200806,Flintshire
Lode 621 Chamber,,-3.1968305,53.200806,Flintshire
Lode 716 Cave,,-3.1968305,53.200806,Flintshire
Olwyn Goch Shaft,,-3.1968305,53.200806,Flintshire
Pant Lode Vugh,,-3.1968305,53.200806,Flintshire
Powells Lode Cavern,,-3.1968305,53.200806,Flintshire
Rhosesmor Feeder,,-3.1968305,53.200806,Flintshire
Wern Aven,,-3.1968305,53.200806,Flintshire
Wern Sump,,-3.1968305,53.200806,Flintshire
Fourteen Swallets,,-3.1918097,53.046684,Denbighshire
Graig Swallets,,-3.1918097,53.046684,Denbighshire
Thomas Evans Shaft Chamber,,-3.1936483,53.11319,Denbighshire
Colomendy Cave,,-3.1948233,53.156086,Flintshire
Ogof Colomendy,,-3.1948233,53.156086,Flintshire
Pigeon Cave,,-3.1948233,53.156086,Flintshire
Bryn Alun Cave 7,,-3.1935363,53.125328,Denbighshire
Ogof Gwaun,,-3.1924043,53.08983,Denbighshire
Westminster Mine Cave,,-3.1851838,53.104195,Denbighshire
Tramp's Cave,,-3.1822379,53.14926,Flintshire
Milwr Tunnel,,-3.1809223,53.275578,Flintshire
Bryngwyn Quarry Cave 2,,-3.1765594,53.143925,Flintshire
Ogof Enfys,,-3.1767094,53.15215,Flintshire
Rainbow Cave,,-3.1767094,53.15215,Flintshire
Bryngryn Bone Cave,,-3.1763527,53.144573,Flintshire
Llyn Ochin Pot,,-3.1740181,53.11653,Flintshire
Mud Cave,,-3.1555011,52.999847,Denbighshire
Ludchurch Quarry Cave H,,-4.6947923,51.766415,Pembrokeshire
Amroth Sea Caves East No. 1&2,,-4.64277,51.73389,Pembrokeshire
Telpyn Point Cave No.8,,-4.6325727,51.73538,Sir Gaerfyrddin / Carmarthenshire
Marros Sands Cave No. 7,,-4.62051,51.73718,Sir Gaerfyrddin / Carmarthenshire
Green Bridge Cave,,-4.6113634,51.753128,Sir Gaerfyrddin / Carmarthenshire
Green Bridge of Wales,,-4.6113634,51.753128,Sir Gaerfyrddin / Carmarthenshire
Ogof Pont Las Cymru,,-4.6113634,51.753128,Sir Gaerfyrddin / Carmarthenshire
Ogof Garreg Wen,,-4.591174,51.756084,Sir Gaerfyrddin / Carmarthenshire
White Rock Cave,,-4.591174,51.756084,Sir Gaerfyrddin / Carmarthenshire
Ogof Marros,,-4.5890265,51.755783,Sir Gaerfyrddin / Carmarthenshire
Marros sink,,-4.588843,51.755867,Sir Gaerfyrddin / Carmarthenshire
Morfa Bychan Rising,,-4.5746455,51.738102,Sir Gaerfyrddin / Carmarthenshire
Ragwen Point Resurgence,,-4.5746455,51.738102,Sir Gaerfyrddin / Carmarthenshire
Gilman Point Cave,,-4.568379,51.73743,Sir Gaerfyrddin / Carmarthenshire
Pendine 8,,-4.568379,51.73743,Sir Gaerfyrddin / Carmarthenshire
Pendine Cave 7,,-4.564884,51.739666,Sir Gaerfyrddin / Carmarthenshire
Waterfall Cave,,-4.564884,51.739666,Sir Gaerfyrddin / Carmarthenshire
The Bleeding Cave,,-4.563478,51.740414,Sir Gaerfyrddin / Carmarthenshire
The Red Cave,,-4.563478,51.740414,Sir Gaerfyrddin / Carmarthenshire
Ogof Mwd,,-3.1555011,52.999847,Denbighshire
Ogof Noeth,,-3.145315,53.013584,Denbighshire
Ogof Cefn-y-Gist,,-3.14546,53.03425,Denbighshire
Kiln Cave,,-3.1447856,53.022877,Denbighshire
World's End Caves,,-3.1434205,53.021988,Denbighshire
Trevor Rocks Cave,,-3.1408393,52.980663,Denbighshire
Martha's Pot 4,,-3.1347606,53.03286,Denbighshire
Reid's Shaft Caves,,-3.1284642,53.040157,Wrexham
Park Farm Cave,,-3.1249797,53.058125,Wrexham
Gas Pot,,-3.1240466,53.05094,Wrexham
Trevor Flood Resurgence Cave,,-3.1202157,52.97223,Denbighshire
Ogof Llyn Parc,,-3.1210623,53.048046,Wrexham
Ogof Mwynglawdd,,-3.119805,53.05422,Wrexham
Ogof Hen Ddyn,,-3.1144369,53.060112,Wrexham
Trevor Hall Cave,,-3.1117063,52.97141,Denbighshire
Ogof Malwen,,-3.1136887,53.060028,Wrexham
Ogof Dydd Byraf,,-3.1129475,53.060215,Wrexham
Shortest Day Cave,,-3.1129475,53.060215,Wrexham
Minera Cave,,-3.1082742,53.05837,Wrexham
Ogof Henwheliwr Fach,,-3.1082742,53.05837,Wrexham
Ogof Llyn Du,,-3.1082742,53.05837,Wrexham
Cabin Shaft,,-3.1025803,53.057434,Wrexham
Grand Turk Passage,,-3.1025803,53.057434,Wrexham
Llyn Du Cavern,,-3.1025803,53.057434,Wrexham
Ceiriog Cavern,,-3.0948486,52.928955,Shropshire
Llanymynech Ogo,,-3.0898633,52.79258,Powys
Kynaston's Cave,,-2.9087145,52.767677,Shropshire
Nesscliff Cave,,-2.9087145,52.767677,Shropshire
Cave,,-2.6357512,52.648632,Shropshire
St. David's Caves 1-10,,-5.3144407,51.901867,Pembrokeshire
Sea Caves,,-5.308468,51.88688,Pembrokeshire
Penlledwen Cave,,-5.3047028,51.90093,Pembrokeshire
Pendine Bone Cave,,-4.562072,51.741165,Sir Gaerfyrddin / Carmarthenshire
Ogof Craig Ddu resurgence,,-4.4284115,51.763863,Sir Gaerfyrddin / Carmarthenshire
Rock Arch,,-5.2981057,51.891262,Pembrokeshire
Llanstephan Sea 6,,-4.4160576,51.758873,Sir Gaerfyrddin / Carmarthenshire
Abereiddi Sea Cave No.1,,-5.211316,51.938007,Pembrokeshire
St. Elvis,,-5.1770535,51.86397,Pembrokeshire
Llanstephan Sea Caves 2 3,,-4.398813,51.7616,Sir Gaerfyrddin / Carmarthenshire
Maidenhall Point Caves,,-5.116127,51.841095,Pembrokeshire
Cwmtydu Cave,,-4.4073205,52.192497,Sir Ceredigion
Sea Cave,,-5.107717,51.775932,Pembrokeshire
Mynyddygarreg Cave,,-4.2596183,51.76019,Sir Gaerfyrddin / Carmarthenshire
Ogofau Hengoed,,-4.2520328,51.76937,Sir Gaerfyrddin / Carmarthenshire
Broad Haven Sea Caves 1 & 2,,-5.1055465,51.77599,Pembrokeshire
Ogof-y-Cae,,-4.238887,51.7966,Sir Gaerfyrddin / Carmarthenshire
Cottage Spring,,-4.2345657,51.78841,Sir Gaerfyrddin / Carmarthenshire
Sea Caves,,-5.1043763,51.8075,Pembrokeshire
Capel Dyddgen Sink,,-4.2315946,51.781094,Sir Gaerfyrddin / Carmarthenshire
Crwbin Cave No 1,,-4.223566,51.793247,Sir Gaerfyrddin / Carmarthenshire
Monkton Cave,,-4.9247417,51.67879,Pembrokeshire
Wogan Cavern,,-4.920552,51.677303,Pembrokeshire
Ogof Nant Hyfryd,,-4.206399,51.79807,Sir Gaerfyrddin / Carmarthenshire
Pwll y Wratch,,-4.7699885,52.071224,Pembrokeshire
Ogof Serth,,-4.1643453,51.80879,Sir Gaerfyrddin / Carmarthenshire
Carreggwylan Cave,,-4.7660613,52.07851,
Ogof y Wern,,-4.1478553,51.803696,Sir Gaerfyrddin / Carmarthenshire
Ceibwr Bay Cave No.2,,-4.7608347,52.077778,Pembrokeshire
Ogof Drawsddu,,-4.1087418,51.818745,Sir Gaerfyrddin / Carmarthenshire
Ogof Pwll Trwyth,,-4.0812783,51.821033,Sir Gaerfyrddin / Carmarthenshire
Hoyle's Mouth Cave,,-4.732416,51.670097,Pembrokeshire
Owl's Wood Cave,,-4.07429,51.8221,Sir Gaerfyrddin / Carmarthenshire
Merlin's Cave,,-4.697002,51.670467,Pembrokeshire
Ogof Lee,,-4.068394,51.82486,Sir Gaerfyrddin / Carmarthenshire
Ogof Mawr,,-4.0669026,51.823986,Sir Gaerfyrddin / Carmarthenshire
Cave of Edi the Giant,,-4.045596,51.73803,Sir Gaerfyrddin / Carmarthenshire
Ogof Ger Y Sarn,,-3.9233909,51.84624,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.9233966,51.846375,Sir Gaerfyrddin / Carmarthenshire
Pal y Cwrt Doline 1,,-3.9232829,51.848812,Sir Gaerfyrddin / Carmarthenshire
Pal y Cwrt 1,,-3.9229121,51.84693,Sir Gaerfyrddin / Carmarthenshire
Sinc Y Pant,,-3.922104,51.845676,Sir Gaerfyrddin / Carmarthenshire
Sink,,-3.9221067,51.848473,Sir Gaerfyrddin / Carmarthenshire
Cave,,-3.920503,51.844902,Sir Gaerfyrddin / Carmarthenshire
Ogof Uwch Y Ffordd,,-3.9123662,51.849197,Sir Gaerfyrddin / Carmarthenshire
Ogof C Noddam,,-3.912104,51.849174,Sir Gaerfyrddin / Carmarthenshire
Ogof Uwch Y Gorlan Isaf,,-3.9103353,51.849583,Sir Gaerfyrddin / Carmarthenshire
Dig at Rift,,-3.907992,51.848415,Sir Gaerfyrddin / Carmarthenshire
Sink and Dig,,-3.9079206,51.85016,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.9065545,51.847385,Sir Gaerfyrddin / Carmarthenshire
Ogof Rhos Eilio,,-3.9059997,51.847656,Sir Gaerfyrddin / Carmarthenshire
Horseshoe Dig,,-3.9026306,51.847637,Sir Gaerfyrddin / Carmarthenshire
Pwll Cwm Sych,,-3.9026306,51.847637,Sir Gaerfyrddin / Carmarthenshire
Spring,,-3.891679,51.852726,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.8672318,51.85565,Sir Gaerfyrddin / Carmarthenshire
Ogof Dan yr Odyn,,-3.865075,51.857574,Sir Gaerfyrddin / Carmarthenshire
Cave above Dan Yr Odyn,,-3.8649228,51.857407,Sir Gaerfyrddin / Carmarthenshire
Clogau Bach Cave 2,,-3.8615384,51.85809,Sir Gaerfyrddin / Carmarthenshire
Cave,,-3.8597217,51.858055,Sir Gaerfyrddin / Carmarthenshire
Ogof Gilmor,,-3.8571157,51.856487,Sir Gaerfyrddin / Carmarthenshire
Ogof Tro'r Gwew,,-3.8565364,51.85652,Sir Gaerfyrddin / Carmarthenshire
Troir Gwew,,-3.8565364,51.85652,Sir Gaerfyrddin / Carmarthenshire
Ogof Y Clogau,,-3.8561325,51.85694,Sir Gaerfyrddin / Carmarthenshire
Ars Ole,,-3.8559759,51.857018,Sir Gaerfyrddin / Carmarthenshire
Cuckoo Bend Resurgence,,-3.8527138,51.85856,Sir Gaerfyrddin / Carmarthenshire
Ogof Cachie,,-3.8502793,51.85692,Sir Gaerfyrddin / Carmarthenshire
Deadend Cave,,-3.8498912,51.857723,Sir Gaerfyrddin / Carmarthenshire
Ogof Pant Y Dref Newydd Mawr,,-3.8490224,51.85707,Sir Gaerfyrddin / Carmarthenshire
Carreg Cennen Caves (12),,-3.9355054,51.854504,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.8445935,51.85708,Sir Gaerfyrddin / Carmarthenshire
Palebnya,,-3.9273868,51.846317,Sir Gaerfyrddin / Carmarthenshire
Cave of the Snowy Wind,,-3.8430023,51.850838,Sir Gaerfyrddin / Carmarthenshire
Dead Horse Dig,,-3.8430023,51.850838,Sir Gaerfyrddin / Carmarthenshire
Herberts Dig,,-3.8430023,51.850838,Sir Gaerfyrddin / Carmarthenshire
Ogof Gwynt yr Eira,,-3.8430023,51.850838,Sir Gaerfyrddin / Carmarthenshire
Ogof Pen Rhiw Wen No. 7,,-3.8430023,51.850838,Sir Gaerfyrddin / Carmarthenshire
Ogof Y Nant,,-3.84314,51.854557,Sir Gaerfyrddin / Carmarthenshire
Sinc Ger y Ffordd,,-3.8430398,51.854595,Sir Gaerfyrddin / Carmarthenshire
Pen Rhiw Wen Sink,,-3.8427308,51.85272,Sir Gaerfyrddin / Carmarthenshire
Silica Pot,,-3.8427308,51.85272,Sir Gaerfyrddin / Carmarthenshire
Pwll Pen Rhiw Wen,,-3.8426425,51.850914,Sir Gaerfyrddin / Carmarthenshire
Peat Dig,,-3.842346,51.850765,Sir Gaerfyrddin / Carmarthenshire
Sink,,-3.8421283,51.85148,Sir Gaerfyrddin / Carmarthenshire
Dead Sheep Pot,,-3.8418636,51.850334,Sir Gaerfyrddin / Carmarthenshire
Cave,,-3.8410847,51.855434,Sir Gaerfyrddin / Carmarthenshire
Ogof Pant Y Ffynnon,,-3.8410425,51.85547,Sir Gaerfyrddin / Carmarthenshire
No.6 Cave,,-3.8401737,51.85233,Sir Gaerfyrddin / Carmarthenshire
Lower Herberts Quarry Cave,,-3.8393035,51.85342,Sir Gaerfyrddin / Carmarthenshire
Snail Cave,,-3.838098,51.853413,Sir Gaerfyrddin / Carmarthenshire
Ogof Foel Fawr,,-3.8377438,51.852913,Sir Gaerfyrddin / Carmarthenshire
Easter Cave,,-3.837303,51.853497,Sir Gaerfyrddin / Carmarthenshire
Ogof Pasg,,-3.837303,51.853497,Sir Gaerfyrddin / Carmarthenshire
Careg Lwyd Cave,,-3.8365347,51.854248,Sir Gaerfyrddin / Carmarthenshire
Ogof Careg Llwyd,,-3.8365347,51.854248,Sir Gaerfyrddin / Carmarthenshire
Pot Hole,,-3.8363736,51.852783,Sir Gaerfyrddin / Carmarthenshire
Toby's Dig,,-3.8356724,51.853035,Sir Gaerfyrddin / Carmarthenshire
Ogof Dan Y Chwarel,,-3.835553,51.854736,Sir Gaerfyrddin / Carmarthenshire
Ogof Vas De Frense,,-3.835553,51.854736,Sir Gaerfyrddin / Carmarthenshire
Dig above quarry,,-3.8347309,51.853096,Sir Gaerfyrddin / Carmarthenshire
Redbrick Cave,,-3.83233,51.8544,Sir Gaerfyrddin / Carmarthenshire
Resurgence,,-3.8302765,51.853893,Sir Gaerfyrddin / Carmarthenshire
Sink,,-3.8267543,51.85154,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.8245702,51.852104,Sir Gaerfyrddin / Carmarthenshire
Cave,,-3.8241746,51.85166,Sir Gaerfyrddin / Carmarthenshire
Spring,,-3.820576,51.815018,Sir Gaerfyrddin / Carmarthenshire
Guineas Cave,,-3.8201404,51.847397,Sir Gaerfyrddin / Carmarthenshire
Moel Gornach rising,,-3.81806,51.848373,Sir Gaerfyrddin / Carmarthenshire
Sink in shakehole,,-3.814675,51.851574,Sir Gaerfyrddin / Carmarthenshire
Swallow Hole,,-3.8133373,51.85152,Sir Gaerfyrddin / Carmarthenshire
Arm Pit,,-3.813181,51.853054,Sir Gaerfyrddin / Carmarthenshire
Spring,,-3.8039572,51.813026,Sir Gaerfyrddin / Carmarthenshire
Ogof Dan Y Lleaud Wen,,-3.8046515,51.852535,Sir Gaerfyrddin / Carmarthenshire
Dig,,-3.8042188,51.854424,Sir Gaerfyrddin / Carmarthenshire
Blaen Y Cylchau Pot,,-3.8033607,51.85439,Sir Gaerfyrddin / Carmarthenshire
Blaen Y Cilchau Cave 1,,-3.8008976,51.853798,Sir Gaerfyrddin / Carmarthenshire
Matthews Cave,,-3.800404,51.854897,Sir Gaerfyrddin / Carmarthenshire
Ogof Foel Fraith 1,,-3.800404,51.854897,Sir Gaerfyrddin / Carmarthenshire
Pwll Foel Fraith,,-3.7999542,51.85272,Sir Gaerfyrddin / Carmarthenshire
Cave,,-3.7996984,51.848854,Sir Gaerfyrddin / Carmarthenshire
Razor Pot,,-3.7995615,51.848335,Sir Gaerfyrddin / Carmarthenshire
Llynfell Pot,,-3.7988703,51.83938,Sir Gaerfyrddin / Carmarthenshire
Arthur's Pot,,-3.7992218,51.848557,Sir Gaerfyrddin / Carmarthenshire
Ogof Tepod,,-3.7990375,51.849396,Sir Gaerfyrddin / Carmarthenshire
Ogof T-Pot,,-3.7990375,51.849396,Sir Gaerfyrddin / Carmarthenshire
Ogof Serra Pelada,,-3.798761,51.84537,Sir Gaerfyrddin / Carmarthenshire
Pwll Gilliam,,-3.7985742,51.8487,Sir Gaerfyrddin / Carmarthenshire
Dolphin Hole,,-3.7985997,51.851524,Sir Gaerfyrddin / Carmarthenshire
Swallow Hole,,-3.79853,51.851597,Sir Gaerfyrddin / Carmarthenshire
Llynfell Sink,,-3.7980058,51.839905,Sir Gaerfyrddin / Carmarthenshire
Ogof Pwll Swnd,,-3.7981865,51.849903,Sir Gaerfyrddin / Carmarthenshire
Pot in Shakehole,,-3.7980146,51.846317,Sir Gaerfyrddin / Carmarthenshire
Pot Hole,,-3.797843,51.850754,Sir Gaerfyrddin / Carmarthenshire
Dig in shakehole,,-3.7977705,51.850754,Sir Gaerfyrddin / Carmarthenshire
Dig Sink,,-3.7970552,51.850296,Sir Gaerfyrddin / Carmarthenshire
Forgotten Cave,,-3.7970593,51.850395,Sir Gaerfyrddin / Carmarthenshire
Scud Pot,,-3.7967393,51.849655,Sir Gaerfyrddin / Carmarthenshire
Sawdde Fechan Resurgence 2,,-3.7947881,51.85462,Sir Gaerfyrddin / Carmarthenshire
Dig in shakehole,,-3.7917056,51.84136,Sir Gaerfyrddin / Carmarthenshire
Ogof Blaen Llynfell 2,,-3.789538,51.85222,Sir Gaerfyrddin / Carmarthenshire
Blaen Llynfell Sink,,-3.789508,51.852203,Sir Gaerfyrddin / Carmarthenshire
Ffrwd Ar Dwrch,,-3.7859235,51.83134,Sir Gaerfyrddin / Carmarthenshire
Ffrydiau Twrch Resurgence,,-3.7859235,51.83134,Sir Gaerfyrddin / Carmarthenshire
Cwm Twrch Resurgence,,-3.7832575,51.82558,Powys
Sink in shakehole,,-3.78277,51.85475,Sir Gaerfyrddin / Carmarthenshire
Ffrwd Las Resurgence,,-3.7807267,51.832787,Powys
Dig,,-3.7793143,51.873524,Sir Gaerfyrddin / Carmarthenshire
Ogof Y Gigfran,,-3.778061,51.876736,Sir Gaerfyrddin / Carmarthenshire
Ravens Cave,,-3.778061,51.876736,Sir Gaerfyrddin / Carmarthenshire
Carreg Yr Ogof No. 2,,-3.7774901,51.876995,Sir Gaerfyrddin / Carmarthenshire
CYO 2,,-3.7774901,51.876995,Sir Gaerfyrddin / Carmarthenshire
Shepherds Hole,,-3.7774901,51.876995,Sir Gaerfyrddin / Carmarthenshire
Ogof Carreg Yr Ogof,,-3.7762294,51.879288,Sir Gaerfyrddin / Carmarthenshire
Limbo Hole,,-3.774895,51.87824,Sir Gaerfyrddin / Carmarthenshire
Carreg Yr Ogof Cave 4,,-3.774643,51.87811,Sir Gaerfyrddin / Carmarthenshire
Wet Sink 2 - North East,,-3.7736676,51.88101,Sir Gaerfyrddin / Carmarthenshire
Ogof Y Garimpeiros,,-3.7736208,51.880928,Sir Gaerfyrddin / Carmarthenshire
Carreg Yr Ogof Sink 3,,-3.7729745,51.879642,Sir Gaerfyrddin / Carmarthenshire
Wet Sink 1,,-3.7729745,51.879642,Sir Gaerfyrddin / Carmarthenshire
Dig in Shakehole,,-3.7719452,51.876377,Sir Gaerfyrddin / Carmarthenshire
East Sinks,,-3.771339,51.879066,Sir Gaerfyrddin / Carmarthenshire
White Death Sink,,-3.7710068,51.879116,Sir Gaerfyrddin / Carmarthenshire
Pwll Cynrig,,-3.7696118,51.86616,Sir Gaerfyrddin / Carmarthenshire
Bwlch Y Ddeuwynt Sink,,-3.7664628,51.841022,Powys
Spring,,-3.7559435,51.83929,Powys
Ogof Diwedd Yr Enfys,,-3.7476804,51.858685,Powys
Banwen Gwys Sink,,-3.7460337,51.849907,Powys
